date,district,domestic_tourists,foreign_tourists,total_tourists,hotel_revenue,bar_revenue,boating_revenue,total_revenue,hotel_room_keys,hotel_class,growth_rate_domestic,growth_rate_foreign,growth_rate_total,top_district_rank,data_source,crimes_reported
01-07-2023,Nandyal,30697,1795,32492,747591,215170,9519,972281,1000,5 Star,0.08,0.046,0.063,2,fabricated_data,31
01-07-2023,Krishna,60839,4941,65780,1222153,362109,33420,1617682,1500,3 Star,0.076,0.07,0.073,6,fabricated_data,59
01-08-2023,Tirupati,82080,7063,89143,1885214,555791,46784,2487788,1000,4 Star,0.088,0.03,0.059,1,fabricated_data,105
01-08-2023,NTR,60417,4094,64511,1617888,446228,14919,2079035,1500,4 Star,0.038,0.071,0.054,6,fabricated_data,58
01-08-2023,Guntur,48899,4167,53066,1220302,248865,18080,1487247,1200,4 Star,0.025,0.049,0.037,10,fabricated_data,40
01-08-2023,Visakhapatnam,99097,13480,112577,2382051,598422,75420,3055893,1500,5 Star,0.08,0.02,0.05,5,fabricated_data,59
01-08-2023,Alluri Seetarama Raju,42408,3101,45509,938141,405258,20878,1364277,1000,4 Star,0.043,0.053,0.048,4,fabricated_data,78
01-08-2023,Srikakulam,37105,2643,39748,936976,224175,13476,1174627,1500,3 Star,0.075,0.069,0.072,9,fabricated_data,52
01-08-2023,Chittoor,67265,6021,73286,1523918,528659,39601,2092179,500,4 Star,0.037,0.015,0.026,9,fabricated_data,53
01-08-2023,Kakinada,43637,3206,46843,1043991,297232,13704,1354927,500,5 Star,0.06,0.052,0.056,4,fabricated_data,57
01-08-2023,Nandyal,30557,2138,32695,865536,261997,12659,1140192,700,3 Star,0.054,0.056,0.055,10,fabricated_data,42
01-08-2023,Krishna,62455,4574,67029,1816746,379421,17465,2213632,1200,5 Star,0.021,0.064,0.043,3,fabricated_data,65
01-09-2023,Tirupati,101349,9081,110430,2632840,514280,40061,3187181,500,3 Star,0.028,0.037,0.033,8,fabricated_data,92
01-09-2023,NTR,74181,5537,79718,2021738,396256,37765,2455758,1500,3 Star,0.026,0.012,0.019,7,fabricated_data,66
01-09-2023,Guntur,58448,4526,62974,1427929,340678,31357,1799964,1500,5 Star,0.07,0.048,0.059,1,fabricated_data,34
01-09-2023,Visakhapatnam,123825,14175,138000,3404882,703482,93435,4201799,500,5 Star,0.049,0.076,0.062,10,fabricated_data,41
01-09-2023,Alluri Seetarama Raju,50090,4465,54555,1349303,349285,20047,1718635,500,5 Star,0.098,0.049,0.074,5,fabricated_data,60
01-09-2023,Srikakulam,41807,3268,45075,1194245,309809,20042,1524097,1200,5 Star,0.059,0.038,0.049,4,fabricated_data,32
01-09-2023,Chittoor,84033,6116,90149,2232313,427920,38699,2698932,500,3 Star,0.021,0.04,0.03,10,fabricated_data,57
01-09-2023,Kakinada,56664,3136,59800,1499633,335069,18823,1853524,1500,3 Star,0.077,0.013,0.045,5,fabricated_data,78
01-09-2023,Nandyal,41917,2314,44231,947541,344933,8031,1300505,700,4 Star,0.068,0.043,0.056,6,fabricated_data,68
01-09-2023,Krishna,67532,7258,74790,1532978,563196,45184,2141357,1200,3 Star,0.055,0.045,0.05,2,fabricated_data,55
01-10-2023,Tirupati,108339,8496,116835,2949457,587763,32964,3570184,1200,5 Star,0.077,0.034,0.056,9,fabricated_data,103
01-10-2023,NTR,74470,5335,79805,1618511,499275,24722,2142508,1200,4 Star,0.076,0.055,0.066,5,fabricated_data,71
01-10-2023,Guntur,54801,5663,60464,1636531,298273,23587,1958392,1200,4 Star,0.063,0.064,0.064,10,fabricated_data,47
01-10-2023,Visakhapatnam,114147,13895,128042,3366040,933413,50350,4349802,1500,4 Star,0.06,0.014,0.037,4,fabricated_data,35
01-10-2023,Alluri Seetarama Raju,53166,4186,57352,1332980,357014,15643,1705637,1500,5 Star,0.038,0.019,0.028,3,fabricated_data,78
01-10-2023,Srikakulam,45440,3266,48706,928687,356010,15000,1299698,1200,4 Star,0.052,0.066,0.059,1,fabricated_data,44
01-10-2023,Chittoor,74061,7746,81807,1916266,699540,52296,2668102,700,3 Star,0.05,0.054,0.052,8,fabricated_data,52
01-10-2023,Kakinada,52658,3084,55742,1455205,397776,16120,1869102,700,3 Star,0.029,0.057,0.043,10,fabricated_data,34
01-10-2023,Nandyal,43756,2154,45910,1204823,333662,9638,1548123,700,4 Star,0.07,0.051,0.06,2,fabricated_data,75
01-10-2023,Krishna,72061,6401,78462,1833061,396419,43070,2272550,1000,4 Star,0.026,0.037,0.032,4,fabricated_data,55
01-11-2023,Tirupati,135058,9013,144071,3085455,1228508,29919,4343882,1500,3 Star,0.027,0.068,0.048,6,fabricated_data,109
01-11-2023,NTR,91571,7338,98909,2284347,518284,50070,2852700,1000,5 Star,0.067,0.065,0.066,4,fabricated_data,54
01-11-2023,Guntur,74879,5837,80716,1982486,722367,21098,2725951,1000,3 Star,0.072,0.024,0.048,2,fabricated_data,60
01-11-2023,Visakhapatnam,157111,16927,174038,3270250,1290677,82274,4643200,700,4 Star,0.074,0.011,0.042,4,fabricated_data,40
01-11-2023,Alluri Seetarama Raju,69348,5075,74423,1787152,649426,32757,2469334,1000,5 Star,0.054,0.078,0.066,2,fabricated_data,75
01-11-2023,Srikakulam,54967,3345,58312,1110487,445869,18888,1575245,1000,5 Star,0.046,0.034,0.04,3,fabricated_data,71
01-11-2023,Chittoor,100914,10208,111122,3008937,681205,41263,3731406,500,3 Star,0.09,0.07,0.08,5,fabricated_data,65
01-11-2023,Kakinada,72316,5031,77347,1674156,550929,24861,2249946,1000,4 Star,0.05,0.022,0.036,2,fabricated_data,58
01-11-2023,Nandyal,53637,2952,56589,1282309,522039,11768,1816116,1200,4 Star,0.056,0.076,0.066,4,fabricated_data,45
01-11-2023,Krishna,101483,7823,109306,2799686,792136,32864,3624685,700,4 Star,0.075,0.073,0.074,10,fabricated_data,73
01-12-2023,Tirupati,134638,10900,145538,3520303,1244876,53640,4818818,500,5 Star,0.049,0.075,0.062,5,fabricated_data,100
01-12-2023,NTR,92166,7877,100043,1970416,733292,33549,2737258,1000,5 Star,0.031,0.071,0.051,3,fabricated_data,79
01-12-2023,Guntur,71636,5994,77630,2061081,499752,29162,2589996,1500,5 Star,0.062,0.024,0.043,10,fabricated_data,31
01-12-2023,Visakhapatnam,168336,16870,185206,4487584,902011,98265,5487861,1500,4 Star,0.087,0.043,0.065,1,fabricated_data,71
01-12-2023,Alluri Seetarama Raju,58701,4845,63546,1175461,415518,28650,1619629,1500,4 Star,0.069,0.028,0.049,4,fabricated_data,33
01-12-2023,Srikakulam,63980,4352,68332,1445452,359036,29461,1833950,500,3 Star,0.023,0.037,0.03,8,fabricated_data,68
01-12-2023,Chittoor,109188,9207,118395,3129156,618082,49551,3796790,1200,3 Star,0.095,0.022,0.058,8,fabricated_data,35
01-12-2023,Kakinada,67947,4238,72185,1848612,356229,23753,2228594,700,3 Star,0.027,0.031,0.029,2,fabricated_data,56
01-12-2023,Nandyal,49583,3651,53234,1174256,259208,15338,1448801,1200,4 Star,0.053,0.029,0.041,3,fabricated_data,46
01-12-2023,Krishna,95191,8749,103940,2587712,662543,57916,3308171,700,5 Star,0.056,0.055,0.056,7,fabricated_data,69
01-01-2024,Tirupati,118040,9876,127916,2916231,775828,57288,3749347,1500,4 Star,0.025,0.08,0.053,4,fabricated_data,97
01-01-2024,NTR,88325,8898,97223,2047970,622640,49262,2719872,1200,4 Star,0.092,0.046,0.069,10,fabricated_data,73
01-01-2024,Guntur,85067,6350,91417,1848030,772285,29293,2649608,1500,3 Star,0.029,0.077,0.053,3,fabricated_data,62
01-01-2024,Visakhapatnam,141484,21774,163258,3737438,1162683,143898,5044019,500,4 Star,0.089,0.062,0.075,10,fabricated_data,63
01-01-2024,Alluri Seetarama Raju,65821,4673,70494,1520419,625294,26882,2172595,700,5 Star,0.081,0.076,0.079,1,fabricated_data,40
01-01-2024,Srikakulam,53636,4040,57676,1151754,311079,12350,1475183,500,3 Star,0.033,0.062,0.048,2,fabricated_data,41
01-01-2024,Chittoor,106524,8222,114746,2936743,557981,56210,3550933,1200,5 Star,0.046,0.068,0.057,10,fabricated_data,46
01-01-2024,Kakinada,71985,3951,75936,1589966,534784,13212,2137961,500,5 Star,0.095,0.059,0.077,10,fabricated_data,59
01-01-2024,Nandyal,50672,3035,53707,1152130,297622,13055,1462807,500,3 Star,0.066,0.037,0.052,8,fabricated_data,79
01-01-2024,Krishna,89517,8873,98390,2044029,734080,48185,2826294,1200,5 Star,0.037,0.054,0.045,1,fabricated_data,39
01-02-2024,Tirupati,101380,8574,109954,2822053,659902,43296,3525251,1200,3 Star,0.086,0.063,0.074,2,fabricated_data,135
01-02-2024,NTR,75816,6497,82313,1689431,388485,29465,2107381,1500,4 Star,0.073,0.013,0.043,7,fabricated_data,44
01-02-2024,Guntur,54682,4328,59010,1327363,528180,17934,1873478,1500,4 Star,0.028,0.045,0.036,8,fabricated_data,43
01-02-2024,Visakhapatnam,115121,16538,131659,2314351,941961,75670,3331982,1000,3 Star,0.073,0.068,0.071,3,fabricated_data,31
01-02-2024,Alluri Seetarama Raju,49614,3955,53569,1262080,414515,12171,1688766,1500,3 Star,0.034,0.04,0.037,6,fabricated_data,53
01-02-2024,Srikakulam,43660,2874,46534,1245277,339189,16875,1601340,1500,3 Star,0.092,0.033,0.062,5,fabricated_data,31
01-02-2024,Chittoor,78029,7831,85860,1774876,496686,32972,2304535,1200,5 Star,0.055,0.061,0.058,7,fabricated_data,40
01-02-2024,Kakinada,53062,3643,56705,1529005,406691,21991,1957687,1200,5 Star,0.029,0.02,0.025,7,fabricated_data,32
01-02-2024,Nandyal,37956,2699,40655,785360,217747,15592,1018699,1500,4 Star,0.024,0.053,0.038,2,fabricated_data,52
01-02-2024,Krishna,78106,6670,84776,1810450,606818,39505,2456773,1500,5 Star,0.057,0.019,0.038,9,fabricated_data,50
01-03-2024,Tirupati,96953,7079,104032,1976771,835997,39505,2852272,1200,3 Star,0.096,0.02,0.058,5,fabricated_data,131
01-03-2024,NTR,73313,5635,78948,1509194,418821,35800,1963815,1000,3 Star,0.073,0.019,0.046,1,fabricated_data,68
01-03-2024,Guntur,64327,4269,68596,1726842,327777,24878,2079497,1000,5 Star,0.032,0.064,0.048,6,fabricated_data,71
01-03-2024,Visakhapatnam,111366,16739,128105,3040039,648523,88102,3776664,700,5 Star,0.067,0.062,0.065,10,fabricated_data,72
01-03-2024,Alluri Seetarama Raju,50100,4262,54362,1403192,374119,14754,1792065,1200,4 Star,0.087,0.052,0.069,5,fabricated_data,49
01-03-2024,Srikakulam,40539,2796,43335,1053053,364702,9880,1427635,1000,5 Star,0.097,0.032,0.065,10,fabricated_data,68
01-03-2024,Chittoor,78861,7542,86403,1870428,490553,44619,2405599,500,4 Star,0.099,0.034,0.067,10,fabricated_data,40
01-03-2024,Kakinada,55855,3043,58898,1359633,317041,12448,1689122,1000,3 Star,0.077,0.071,0.074,2,fabricated_data,51
01-03-2024,Nandyal,42043,2578,44621,1130380,269564,12699,1412643,1200,3 Star,0.085,0.079,0.082,2,fabricated_data,30
01-03-2024,Krishna,70046,6797,76843,1829657,626164,27294,2483115,700,5 Star,0.042,0.041,0.042,8,fabricated_data,37
01-04-2024,Tirupati,118861,10697,129558,2877852,1093264,57347,4028463,1500,5 Star,0.066,0.045,0.056,4,fabricated_data,108
01-04-2024,NTR,88897,6334,95231,2509352,744715,21228,3275296,1000,5 Star,0.066,0.052,0.059,5,fabricated_data,43
01-04-2024,Guntur,75780,5562,81342,1853778,642156,18457,2514390,500,3 Star,0.074,0.011,0.042,5,fabricated_data,52
01-04-2024,Visakhapatnam,139103,19664,158767,2963743,1365264,108926,4437933,700,4 Star,0.083,0.031,0.057,3,fabricated_data,44
01-04-2024,Alluri Seetarama Raju,65517,4991,70508,1673431,558649,23307,2255388,1000,5 Star,0.089,0.022,0.055,7,fabricated_data,31
01-04-2024,Srikakulam,52914,4124,57038,1111561,376666,17439,1505666,700,3 Star,0.09,0.027,0.058,9,fabricated_data,49
01-04-2024,Chittoor,91762,9487,101249,2462283,579229,52939,3094451,1000,4 Star,0.086,0.021,0.053,9,fabricated_data,51
01-04-2024,Kakinada,68679,3800,72479,1792432,592736,16180,2401348,1200,3 Star,0.068,0.037,0.053,5,fabricated_data,58
01-04-2024,Nandyal,44789,2912,47701,1049599,313725,17601,1380926,1500,4 Star,0.095,0.031,0.063,2,fabricated_data,69
01-04-2024,Krishna,83459,7443,90902,2474677,621647,25653,3121976,1500,3 Star,0.1,0.033,0.067,4,fabricated_data,73
01-05-2024,Tirupati,116526,8474,125000,3436277,867210,42464,4345952,1000,5 Star,0.068,0.07,0.069,3,fabricated_data,112
01-05-2024,NTR,78525,6936,85461,2201797,706722,46771,2955289,700,5 Star,0.021,0.025,0.023,2,fabricated_data,65
01-05-2024,Guntur,70097,5706,75803,1578895,552545,39117,2170556,500,4 Star,0.027,0.073,0.05,2,fabricated_data,47
01-05-2024,Visakhapatnam,136061,17205,153266,3599264,1052287,102789,4754339,700,3 Star,0.03,0.067,0.049,1,fabricated_data,45
01-05-2024,Alluri Seetarama Raju,61353,4141,65494,1301767,572175,21803,1895746,500,3 Star,0.057,0.063,0.06,9,fabricated_data,58
01-05-2024,Srikakulam,57898,3947,61845,1228763,535148,18378,1782289,1000,3 Star,0.09,0.04,0.065,4,fabricated_data,35
01-05-2024,Chittoor,92999,8636,101635,2034955,877915,53833,2966702,500,5 Star,0.043,0.065,0.054,3,fabricated_data,36
01-05-2024,Kakinada,71912,4290,76202,1657977,537731,21478,2217185,700,5 Star,0.048,0.062,0.055,2,fabricated_data,63
01-05-2024,Nandyal,47176,2590,49766,1313588,395975,12668,1722231,1500,4 Star,0.047,0.031,0.039,4,fabricated_data,67
01-05-2024,Krishna,85784,6983,92767,2316772,539434,46721,2902927,500,5 Star,0.024,0.059,0.041,4,fabricated_data,69
01-06-2024,Tirupati,116434,8641,125075,2367561,806723,57154,3231437,700,3 Star,0.084,0.035,0.06,6,fabricated_data,130
01-06-2024,NTR,80999,6200,87199,2363391,461549,32284,2857224,500,5 Star,0.068,0.05,0.059,10,fabricated_data,68
01-06-2024,Guntur,71792,5717,77509,1736195,692415,37978,2466588,1000,4 Star,0.046,0.037,0.041,9,fabricated_data,61
01-06-2024,Visakhapatnam,143472,17463,160935,4284333,1306401,82773,5673507,1000,4 Star,0.042,0.017,0.03,7,fabricated_data,56
01-06-2024,Alluri Seetarama Raju,62140,4492,66632,1399481,429159,22477,1851117,700,3 Star,0.091,0.053,0.072,1,fabricated_data,79
01-06-2024,Srikakulam,52616,3382,55998,1503953,525795,18664,2048411,500,4 Star,0.083,0.035,0.059,3,fabricated_data,64
01-06-2024,Chittoor,104661,7334,111995,2123031,985984,43950,3152965,500,3 Star,0.052,0.039,0.045,6,fabricated_data,45
01-06-2024,Kakinada,67542,4242,71784,1498264,393176,16744,1908183,500,4 Star,0.042,0.076,0.059,9,fabricated_data,35
01-06-2024,Nandyal,50458,2638,53096,1234665,437472,9742,1681879,1500,4 Star,0.091,0.013,0.052,3,fabricated_data,76
01-06-2024,Krishna,97224,6840,104064,2072747,726997,23437,2823181,700,3 Star,0.096,0.08,0.088,7,fabricated_data,42
01-07-2024,Tirupati,75148,5470,80618,1906431,586550,24811,2517791,1500,3 Star,0.072,0.019,0.045,5,fabricated_data,106
01-07-2024,NTR,53887,4254,58141,1543679,402386,22498,1968563,700,3 Star,0.053,0.023,0.038,10,fabricated_data,43
01-07-2024,Guntur,44447,3996,48443,1069997,377552,26440,1473989,1000,3 Star,0.07,0.055,0.062,8,fabricated_data,76
01-07-2024,Visakhapatnam,95206,12966,108172,2467414,623839,90473,3181726,500,3 Star,0.02,0.013,0.017,7,fabricated_data,35
01-07-2024,Alluri Seetarama Raju,40266,3543,43809,1101980,244739,16288,1363006,500,4 Star,0.047,0.016,0.032,2,fabricated_data,55
01-07-2024,Srikakulam,37398,2120,39518,959367,233493,10021,1202881,1000,3 Star,0.077,0.073,0.075,1,fabricated_data,55
01-07-2024,Chittoor,67820,6380,74200,1458973,345295,41316,1845584,1500,3 Star,0.089,0.057,0.073,9,fabricated_data,78
01-07-2024,Kakinada,45798,2978,48776,959324,396633,17741,1373698,1200,3 Star,0.085,0.01,0.048,3,fabricated_data,39
01-07-2024,Nandyal,31809,2223,34032,707763,234877,7848,950488,1200,3 Star,0.034,0.035,0.035,7,fabricated_data,63
01-07-2024,Krishna,64750,5321,70071,1636493,375674,31191,2043358,1000,4 Star,0.097,0.076,0.086,4,fabricated_data,42
01-08-2024,Tirupati,80248,6533,86781,1782784,704827,27688,2515300,1200,4 Star,0.067,0.074,0.071,7,fabricated_data,131
01-08-2024,NTR,53653,4569,58222,1575228,312459,14477,1902165,700,4 Star,0.084,0.064,0.074,10,fabricated_data,56
01-08-2024,Guntur,44160,4106,48266,1226940,241407,15154,1483500,700,3 Star,0.091,0.057,0.074,8,fabricated_data,61
01-08-2024,Visakhapatnam,86986,13691,100677,2544087,841707,61062,3446856,1500,4 Star,0.092,0.065,0.079,8,fabricated_data,56
01-08-2024,Alluri Seetarama Raju,38854,3480,42334,1071644,371175,10646,1453465,1500,3 Star,0.083,0.019,0.051,4,fabricated_data,69
01-08-2024,Srikakulam,37631,2545,40176,1022197,273654,12462,1308313,700,3 Star,0.039,0.021,0.03,1,fabricated_data,51
01-08-2024,Chittoor,65726,6198,71924,1636978,399840,22802,2059620,1000,3 Star,0.029,0.027,0.028,4,fabricated_data,52
01-08-2024,Kakinada,45271,2883,48154,1063886,326871,9391,1400148,500,3 Star,0.039,0.042,0.041,4,fabricated_data,74
01-08-2024,Nandyal,33227,1772,34999,686153,328095,10144,1024392,1200,4 Star,0.076,0.063,0.07,4,fabricated_data,53
01-08-2024,Krishna,59158,4437,63595,1731293,474242,16917,2222452,700,4 Star,0.099,0.071,0.085,7,fabricated_data,72
01-09-2024,Tirupati,106460,7354,113814,2233997,1053646,30770,3318412,700,5 Star,0.02,0.011,0.015,8,fabricated_data,121
01-09-2024,NTR,70252,6438,76690,1978003,592250,30645,2600899,1000,3 Star,0.083,0.039,0.061,10,fabricated_data,54
01-09-2024,Guntur,55090,4443,59533,1233801,512207,29761,1775769,500,5 Star,0.042,0.048,0.045,5,fabricated_data,37
01-09-2024,Visakhapatnam,124413,12838,137251,2634512,1147315,81902,3863729,1500,4 Star,0.096,0.046,0.071,2,fabricated_data,32
01-09-2024,Alluri Seetarama Raju,46578,3564,50142,1205959,442053,21998,1670009,1200,5 Star,0.054,0.053,0.053,5,fabricated_data,67
01-09-2024,Srikakulam,41354,2838,44192,987184,335504,10309,1332997,1200,4 Star,0.056,0.074,0.065,5,fabricated_data,43
01-09-2024,Chittoor,74269,5957,80226,1880608,411137,27205,2318950,1200,5 Star,0.042,0.022,0.032,7,fabricated_data,30
01-09-2024,Kakinada,49875,3694,53569,1415322,425858,17079,1858260,700,4 Star,0.026,0.048,0.037,4,fabricated_data,34
01-09-2024,Nandyal,37938,2705,40643,959333,365716,12754,1337803,700,3 Star,0.083,0.018,0.051,1,fabricated_data,46
01-09-2024,Krishna,80788,7177,87965,1785964,656116,23618,2465698,1000,3 Star,0.034,0.015,0.025,8,fabricated_data,65
01-10-2024,Tirupati,103514,8735,112249,2377209,781602,49534,3208345,700,5 Star,0.056,0.032,0.044,1,fabricated_data,110
01-10-2024,NTR,73598,6079,79677,2117302,568009,24031,2709342,1000,4 Star,0.065,0.024,0.044,2,fabricated_data,62
01-10-2024,Guntur,59496,5438,64934,1204278,479065,32208,1715551,500,5 Star,0.085,0.021,0.053,8,fabricated_data,46
01-10-2024,Visakhapatnam,123608,16156,139764,3398635,933163,100866,4432664,500,4 Star,0.021,0.05,0.036,6,fabricated_data,69
01-10-2024,Alluri Seetarama Raju,50787,4176,54963,1488345,362706,18064,1869114,700,4 Star,0.071,0.078,0.074,6,fabricated_data,37
01-10-2024,Srikakulam,49120,2913,52033,1412362,292106,15123,1719590,500,3 Star,0.081,0.051,0.066,7,fabricated_data,57
01-10-2024,Chittoor,77546,6373,83919,2177147,408614,20895,2606656,1500,4 Star,0.04,0.062,0.051,6,fabricated_data,42
01-10-2024,Kakinada,51007,3866,54873,1334588,302602,14338,1651528,700,3 Star,0.079,0.056,0.068,5,fabricated_data,35
01-10-2024,Nandyal,36231,2209,38440,880865,305601,9183,1195648,500,5 Star,0.054,0.023,0.038,4,fabricated_data,68
01-10-2024,Krishna,81486,6903,88389,2359495,503776,30247,2893518,1000,4 Star,0.083,0.063,0.073,6,fabricated_data,44
01-11-2024,Tirupati,138409,9321,147730,3230738,1050500,36406,4317644,1000,3 Star,0.066,0.024,0.045,2,fabricated_data,123
01-11-2024,NTR,87683,7173,94856,2524174,804817,28111,3357103,1200,4 Star,0.084,0.053,0.069,9,fabricated_data,60
01-11-2024,Guntur,85189,6831,92020,1853010,627751,38213,2518973,700,3 Star,0.082,0.062,0.072,6,fabricated_data,51
01-11-2024,Visakhapatnam,155608,17382,172990,4160011,1241859,72619,5474490,700,5 Star,0.083,0.069,0.076,10,fabricated_data,48
01-11-2024,Alluri Seetarama Raju,66666,5273,71939,1487436,447936,28770,1964142,1500,3 Star,0.042,0.017,0.03,7,fabricated_data,73
01-11-2024,Srikakulam,53109,4470,57579,1415023,446418,14089,1875530,500,5 Star,0.042,0.072,0.057,3,fabricated_data,60
01-11-2024,Chittoor,102697,9982,112679,3002683,841676,62718,3907077,500,5 Star,0.092,0.023,0.057,6,fabricated_data,77
01-11-2024,Kakinada,72769,4292,77061,1782608,656989,15651,2455248,1500,4 Star,0.098,0.045,0.072,5,fabricated_data,68
01-11-2024,Nandyal,47510,2774,50284,1376946,375647,12226,1764819,1200,3 Star,0.069,0.046,0.058,3,fabricated_data,56
01-11-2024,Krishna,104557,8428,112985,2224704,525385,48136,2798225,500,4 Star,0.026,0.015,0.02,2,fabricated_data,35
01-12-2024,Tirupati,125738,10023,135761,3100220,922050,40373,4062642,500,4 Star,0.048,0.026,0.037,3,fabricated_data,100
01-12-2024,NTR,85760,7737,93497,2545883,759752,51009,3356645,500,4 Star,0.099,0.017,0.058,4,fabricated_data,34
01-12-2024,Guntur,80714,5785,86499,2324487,609679,19259,2953425,500,5 Star,0.098,0.057,0.077,1,fabricated_data,40
01-12-2024,Visakhapatnam,152092,16620,168712,4096878,1005836,87859,5190573,1200,5 Star,0.044,0.079,0.061,1,fabricated_data,50
01-12-2024,Alluri Seetarama Raju,68424,4575,72999,1900019,469189,14446,2383654,700,5 Star,0.069,0.018,0.044,6,fabricated_data,38
01-12-2024,Srikakulam,62451,4439,66890,1274554,336621,29026,1640201,500,5 Star,0.096,0.055,0.075,2,fabricated_data,79
01-12-2024,Chittoor,98049,8875,106924,2247110,865337,53747,3166194,500,4 Star,0.027,0.011,0.019,10,fabricated_data,50
01-12-2024,Kakinada,78483,4508,82991,1770905,742147,22379,2535431,700,5 Star,0.028,0.037,0.033,8,fabricated_data,45
01-12-2024,Nandyal,50001,3044,53045,1234294,497305,19954,1751552,500,3 Star,0.078,0.053,0.066,10,fabricated_data,73
